WELL_PERMIT_NUM	OPERATOR	COUNTY	MUNICIPALITY	LATITUDE	LONGITUDE	START_DATE	PROD_PERIOD	PROD_PERIOD_MAX	OIL_BBL_MODEL	GAS_MCF_MODEL	GAS_MCF_MODEL_CUMSUM	OIL_BBL_MODEL_CUMSUM	PROD_MCFE_MODEL_ZERO	PRODUCTION_DATE_MODEL	PROD_MCFE	PROD_MCFE_MODEL	GAS_MCF_MODEL_NA	GAS_MCF_MODEL_ZERO	OIL_BBL_MODEL_ZERO	DATE_MODEL	PROD_MCFE_MODEL_NA	
081-20640	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.355142	-77.287225	2013-01-01	59	34	0	23748.69523	3676578.85	0	23748.69523	2017-12-01	23748.69523	23748.69523	23748.69523	23748.69523	0	2017-12-01	23748.69523	
081-20640	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.355142	-77.287225	2013-01-01	71	34	0	17569.15244	3919549.503	0	17569.15244	2018-12-01	17569.15244	17569.15244	17569.15244	17569.15244	0	2018-12-01	17569.15244	
081-20640	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.355142	-77.287225	2013-01-01	83	34	0	12997.56111	4099297.838	0	12997.56111	2019-12-01	12997.56111	12997.56111	12997.56111	12997.56111	0	2019-12-01	12997.56111	
081-20649	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285853	2012-10-01	50	37	0	41985.68343	3814968.148	0	41985.68343	2016-12-01	41985.68343	41985.68343	41985.68343	41985.68343	0	2016-12-01	41985.68343	
081-20649	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285853	2012-10-01	62	37	0	31060.77473	4244519.7	0	31060.77473	2017-12-01	31060.77473	31060.77473	31060.77473	31060.77473	0	2017-12-01	31060.77473	
081-20649	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285853	2012-10-01	74	37	0	22978.58812	4562299.546	0	22978.58812	2018-12-01	22978.58812	22978.58812	22978.58812	22978.58812	0	2018-12-01	22978.58812	
081-20649	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285853	2012-10-01	86	37	0	16999.4315	4797391.306	0	16999.4315	2019-12-01	16999.4315	16999.4315	16999.4315	16999.4315	0	2019-12-01	16999.4315	
081-20650	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364072	-77.285742	2012-10-01	50	37	0	42265.73601	3858879.331	0	42265.73601	2016-12-01	42265.73601	42265.73601	42265.73601	42265.73601	0	2016-12-01	42265.73601	
081-20650	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364072	-77.285742	2012-10-01	62	37	0	31267.95607	4291296.075	0	31267.95607	2017-12-01	31267.95607	31267.95607	31267.95607	31267.95607	0	2017-12-01	31267.95607	
081-20650	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364072	-77.285742	2012-10-01	74	37	0	23131.85973	4611195.573	0	23131.85973	2018-12-01	23131.85973	23131.85973	23131.85973	23131.85973	0	2018-12-01	23131.85973	
081-20650	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364072	-77.285742	2012-10-01	86	37	0	17112.82097	4847855.44	0	17112.82097	2019-12-01	17112.82097	17112.82097	17112.82097	17112.82097	0	2019-12-01	17112.82097	
081-20651	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364067	-77.285633	2012-10-01	50	37	0	27933.14798	2649390.966	0	27933.14798	2016-12-01	27933.14798	27933.14798	27933.14798	27933.14798	0	2016-12-01	27933.14798	
081-20651	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364067	-77.285633	2012-10-01	62	37	0	20664.78728	2935172.358	0	20664.78728	2017-12-01	20664.78728	20664.78728	20664.78728	20664.78728	0	2017-12-01	20664.78728	
081-20651	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364067	-77.285633	2012-10-01	74	37	0	15287.69452	3146591.841	0	15287.69452	2018-12-01	15287.69452	15287.69452	15287.69452	15287.69452	0	2018-12-01	15287.69452	
081-20651	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364067	-77.285633	2012-10-01	86	37	0	11309.75125	3302998.796	0	11309.75125	2019-12-01	11309.75125	11309.75125	11309.75125	11309.75125	0	2019-12-01	11309.75125	
081-20653	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416142	-77.113558	2012-07-01	53	40	0	42204.57304	4844546.535	0	42204.57304	2016-12-01	42204.57304	42204.57304	42204.57304	42204.57304	0	2016-12-01	42204.57304	
081-20653	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416142	-77.113558	2012-07-01	65	40	0	31222.70804	5276337.526	0	31222.70804	2017-12-01	31222.70804	31222.70804	31222.70804	31222.70804	0	2017-12-01	31222.70804	
081-20653	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416142	-77.113558	2012-07-01	77	40	0	23098.38548	5595774.096	0	23098.38548	2018-12-01	23098.38548	23098.38548	23098.38548	23098.38548	0	2018-12-01	23098.38548	
081-20653	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416142	-77.113558	2012-07-01	89	40	0	17088.05691	5832091.491	0	17088.05691	2019-12-01	17088.05691	17088.05691	17088.05691	17088.05691	0	2019-12-01	17088.05691	
081-20654	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416197	-77.113475	2012-07-01	53	40	0	44820.53512	4807690.759	0	44820.53512	2016-12-01	44820.53512	44820.53512	44820.53512	44820.53512	0	2016-12-01	44820.53512	
081-20654	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416197	-77.113475	2012-07-01	65	40	0	33157.98221	5266245.411	0	33157.98221	2017-12-01	33157.98221	33157.98221	33157.98221	33157.98221	0	2017-12-01	33157.98221	
081-20654	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416197	-77.113475	2012-07-01	77	40	0	24530.09054	5605481.588	0	24530.09054	2018-12-01	24530.09054	24530.09054	24530.09054	24530.09054	0	2018-12-01	24530.09054	
081-20654	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.416197	-77.113475	2012-07-01	89	40	0	18147.22434	5856446.622	0	18147.22434	2019-12-01	18147.22434	18147.22434	18147.22434	18147.22434	0	2019-12-01	18147.22434	
081-20669	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446519	-76.837489	2014-01-01	35	16	0	750.3365844	2908449.312	0	750.3365844	2016-12-01	750.3365844	750.3365844	750.3365844	750.3365844	0	2016-12-01	750.3365844	
081-20669	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446519	-76.837489	2014-01-01	47	16	0	553.9130613	2916110.108	0	553.9130613	2017-12-01	553.9130613	553.9130613	553.9130613	553.9130613	0	2017-12-01	553.9130613	
081-20669	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446519	-76.837489	2014-01-01	59	16	0	409.7817972	2921777.14	0	409.7817972	2018-12-01	409.7817972	409.7817972	409.7817972	409.7817972	0	2018-12-01	409.7817972	
081-20669	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446519	-76.837489	2014-01-01	71	16	0	303.154291	2925969.578	0	303.154291	2019-12-01	303.154291	303.154291	303.154291	303.154291	0	2019-12-01	303.154291	
081-20670	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446481	-76.837586	2014-01-01	35	19	0	20109.4542	3795320.345	0	20109.4542	2016-12-01	20109.4542	20109.4542	20109.4542	20109.4542	0	2016-12-01	20109.4542	
081-20670	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446481	-76.837586	2014-01-01	47	19	0	14845.19023	4000634.102	0	14845.19023	2017-12-01	14845.19023	14845.19023	14845.19023	14845.19023	0	2017-12-01	14845.19023	
081-20670	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446481	-76.837586	2014-01-01	59	19	0	10982.38904	4152513.838	0	10982.38904	2018-12-01	10982.38904	10982.38904	10982.38904	10982.38904	0	2018-12-01	10982.38904	
081-20670	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446481	-76.837586	2014-01-01	71	19	0	8124.710236	4264873.62	0	8124.710236	2019-12-01	8124.710236	8124.710236	8124.710236	8124.710236	0	2019-12-01	8124.710236	
081-20671	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446439	-76.837681	2014-01-01	35	21	0	8344.128977	3021892.416	0	8344.128977	2016-12-01	8344.128977	8344.128977	8344.128977	8344.128977	0	2016-12-01	8344.128977	
081-20671	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446439	-76.837681	2014-01-01	47	21	0	6128.458393	3106702.278	0	6128.458393	2017-12-01	6128.458393	6128.458393	6128.458393	6128.458393	0	2017-12-01	6128.458393	
081-20671	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446439	-76.837681	2014-01-01	59	21	0	4533.799381	3169401.955	0	4533.799381	2018-12-01	4533.799381	4533.799381	4533.799381	4533.799381	0	2018-12-01	4533.799381	
081-20671	ANADARKO E&P ONSHORE LLC	LYCOMING	CASCADE	41.446439	-76.837681	2014-01-01	71	21	0	3354.079527	3215786.828	0	3354.079527	2019-12-01	3354.079527	3354.079527	3354.079527	3354.079527	0	2019-12-01	3354.079527	
081-20692	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419786	-76.951233	2013-07-01	41	28	0	23427.73213	2097368.521	0	23427.73213	2016-12-01	23427.73213	23427.73213	23427.73213	23427.73213	0	2016-12-01	23427.73213	
081-20692	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419786	-76.951233	2013-07-01	53	28	0	17331.70573	2337055.431	0	17331.70573	2017-12-01	17331.70573	17331.70573	17331.70573	17331.70573	0	2017-12-01	17331.70573	
081-20692	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419786	-76.951233	2013-07-01	65	28	0	12821.89935	2514374.471	0	12821.89935	2018-12-01	12821.89935	12821.89935	12821.89935	12821.89935	0	2018-12-01	12821.89935	
081-20692	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419786	-76.951233	2013-07-01	77	28	0	9485.56972	2645554.11	0	9485.56972	2019-12-01	9485.56972	9485.56972	9485.56972	9485.56972	0	2019-12-01	9485.56972	
081-20693	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419828	-76.951022	2013-08-01	40	24	0	1844.726223	1437857.951	0	1844.726223	2016-12-01	1844.726223	1844.726223	1844.726223	1844.726223	0	2016-12-01	1844.726223	
081-20693	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419828	-76.951022	2013-08-01	52	24	0	1364.718184	1456731.17	0	1364.718184	2017-12-01	1364.718184	1364.718184	1364.718184	1364.718184	0	2017-12-01	1364.718184	
081-20693	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419828	-76.951022	2013-08-01	64	24	0	1009.61091	1470693.473	0	1009.61091	2018-12-01	1009.61091	1009.61091	1009.61091	1009.61091	0	2018-12-01	1009.61091	
081-20693	ANADARKO E&P ONSHORE LLC	LYCOMING	GAMBLE	41.419828	-76.951022	2013-08-01	76	24	0	746.9045275	1481022.707	0	746.9045275	2019-12-01	746.9045275	746.9045275	746.9045275	746.9045275	0	2019-12-01	746.9045275	
081-20694	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.355147	-77.287333	2013-01-01	47	34	0	36260.07151	3418928.509	0	36260.07151	2016-12-01	36260.07151	36260.07151	36260.07151	36260.07151	0	2016-12-01	36260.07151	
081-20694	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.355147	-77.287333	2013-01-01	59	34	0	26824.99892	3789901.867	0	26824.99892	2017-12-01	26824.99892	26824.99892	26824.99892	26824.99892	0	2017-12-01	26824.99892	
081-20694	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.355147	-77.287333	2013-01-01	71	34	0	19844.98478	4064345.892	0	19844.98478	2018-12-01	19844.98478	19844.98478	19844.98478	19844.98478	0	2018-12-01	19844.98478	
081-20694	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.355147	-77.287333	2013-01-01	83	34	0	14681.2092	4267378.052	0	14681.2092	2019-12-01	14681.2092	14681.2092	14681.2092	14681.2092	0	2019-12-01	14681.2092	
081-20695	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285797	2012-10-01	50	32	0	10834.77135	1249693.135	0	10834.77135	2016-12-01	10834.77135	10834.77135	10834.77135	10834.77135	0	2016-12-01	10834.77135	
081-20695	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285797	2012-10-01	62	32	0	8009.839014	1360464.319	0	8009.839014	2017-12-01	8009.839014	8009.839014	8009.839014	8009.839014	0	2017-12-01	8009.839014	
081-20695	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285797	2012-10-01	74	32	0	5925.634285	1442412.224	0	5925.634285	2018-12-01	5925.634285	5925.634285	5925.634285	5925.634285	0	2018-12-01	5925.634285	
081-20695	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364075	-77.285797	2012-10-01	86	32	0	4383.751236	1503036.827	0	4383.751236	2019-12-01	4383.751236	4383.751236	4383.751236	4383.751236	0	2019-12-01	4383.751236	
081-20696	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364069	-77.285689	2012-10-01	50	37	0	11310.71188	1110278.373	0	11310.71188	2016-12-01	11310.71188	11310.71188	11310.71188	11310.71188	0	2016-12-01	11310.71188	
081-20696	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364069	-77.285689	2012-10-01	62	37	0	8349.787513	1225758.62	0	8349.787513	2017-12-01	8349.787513	8349.787513	8349.787513	8349.787513	0	2017-12-01	8349.787513	
081-20696	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364069	-77.285689	2012-10-01	74	37	0	6177.126291	1311184.506	0	6177.126291	2018-12-01	6177.126291	6177.126291	6177.126291	6177.126291	0	2018-12-01	6177.126291	
081-20696	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.364069	-77.285689	2012-10-01	86	37	0	4569.803621	1374382.1	0	4569.803621	2019-12-01	4569.803621	4569.803621	4569.803621	4569.803621	0	2019-12-01	4569.803621	
081-20697	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411394	-77.142431	2013-08-01	40	27	0	7948.479382	2991434.668	0	7948.479382	2016-12-01	7948.479382	7948.479382	7948.479382	7948.479382	0	2016-12-01	7948.479382	
081-20697	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411394	-77.142431	2013-08-01	52	27	0	5880.240771	3072754.808	0	5880.240771	2017-12-01	5880.240771	5880.240771	5880.240771	5880.240771	0	2017-12-01	5880.240771	
081-20697	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411394	-77.142431	2013-08-01	64	27	0	4350.169367	3132914.995	0	4350.169367	2018-12-01	4350.169367	4350.169367	4350.169367	4350.169367	0	2018-12-01	4350.169367	
081-20697	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411394	-77.142431	2013-08-01	76	27	0	3218.231066	3177421.166	0	3218.231066	2019-12-01	3218.231066	3218.231066	3218.231066	3218.231066	0	2019-12-01	3218.231066	
081-20698	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411331	-77.1425	2013-09-01	39	20	0	360.3926274	2067460.616	0	360.3926274	2016-12-01	360.3926274	360.3926274	360.3926274	360.3926274	0	2016-12-01	360.3926274	
081-20698	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411331	-77.1425	2013-09-01	51	20	0	266.6164583	2071147.759	0	266.6164583	2017-12-01	266.6164583	266.6164583	266.6164583	266.6164583	0	2017-12-01	266.6164583	
081-20698	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411331	-77.1425	2013-09-01	63	20	0	197.2413707	2073875.487	0	197.2413707	2018-12-01	197.2413707	197.2413707	197.2413707	197.2413707	0	2018-12-01	197.2413707	
081-20698	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411331	-77.1425	2013-09-01	75	20	0	145.9180673	2075893.445	0	145.9180673	2019-12-01	145.9180673	145.9180673	145.9180673	145.9180673	0	2019-12-01	145.9180673	
081-20699	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411267	-77.142569	2013-08-01	40	21	0	555.0005404	2627424.332	0	555.0005404	2016-12-01	555.0005404	555.0005404	555.0005404	555.0005404	0	2016-12-01	555.0005404	
081-20699	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411267	-77.142569	2013-08-01	52	21	0	410.5863082	2633102.49	0	410.5863082	2017-12-01	410.5863082	410.5863082	410.5863082	410.5863082	0	2017-12-01	410.5863082	
081-20699	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411267	-77.142569	2013-08-01	64	21	0	303.7494637	2637303.159	0	303.7494637	2018-12-01	303.7494637	303.7494637	303.7494637	303.7494637	0	2018-12-01	303.7494637	
081-20699	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411267	-77.142569	2013-08-01	76	21	0	224.7121613	2640410.791	0	224.7121613	2019-12-01	224.7121613	224.7121613	224.7121613	224.7121613	0	2019-12-01	224.7121613	
081-20700	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411236	-77.142606	2013-08-01	40	21	0	518.0569227	3021253.482	0	518.0569227	2016-12-01	518.0569227	518.0569227	518.0569227	518.0569227	0	2016-12-01	518.0569227	
081-20700	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411236	-77.142606	2013-08-01	52	21	0	383.2556256	3026553.673	0	383.2556256	2017-12-01	383.2556256	383.2556256	383.2556256	383.2556256	0	2017-12-01	383.2556256	
081-20700	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411236	-77.142606	2013-08-01	64	21	0	283.530377	3030474.725	0	283.530377	2018-12-01	283.530377	283.530377	283.530377	283.530377	0	2018-12-01	283.530377	
081-20700	ANADARKO E&P ONSHORE LLC	LYCOMING	COGAN HOUSE	41.411236	-77.142606	2013-08-01	76	21	0	209.7541935	3033375.498	0	209.7541935	2019-12-01	209.7541935	209.7541935	209.7541935	209.7541935	0	2019-12-01	209.7541935	
081-20702	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310156	-77.425367	2013-02-01	46	33	0	30053.7982	2225027.101	0	30053.7982	2016-12-01	30053.7982	30053.7982	30053.7982	30053.7982	0	2016-12-01	30053.7982	
081-20702	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310156	-77.425367	2013-02-01	58	33	0	22233.6325	2532504.665	0	22233.6325	2017-12-01	22233.6325	22233.6325	22233.6325	22233.6325	0	2017-12-01	22233.6325	
081-20702	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310156	-77.425367	2013-02-01	70	33	0	16448.31747	2759974.854	0	16448.31747	2018-12-01	16448.31747	16448.31747	16448.31747	16448.31747	0	2018-12-01	16448.31747	
081-20702	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310156	-77.425367	2013-02-01	82	33	0	12168.37364	2928256.033	0	12168.37364	2019-12-01	12168.37364	12168.37364	12168.37364	12168.37364	0	2019-12-01	12168.37364	
081-20703	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310136	-77.425319	2013-02-01	46	29	0	35089.04577	3040145.962	0	35089.04577	2016-12-01	35089.04577	35089.04577	35089.04577	35089.04577	0	2016-12-01	35089.04577	
081-20703	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310136	-77.425319	2013-02-01	58	29	0	25958.6806	3399138.667	0	25958.6806	2017-12-01	25958.6806	25958.6806	25958.6806	25958.6806	0	2017-12-01	25958.6806	
081-20703	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310136	-77.425319	2013-02-01	70	29	0	19204.08731	3664719.471	0	19204.08731	2018-12-01	19204.08731	19204.08731	19204.08731	19204.08731	0	2018-12-01	19204.08731	
081-20703	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310136	-77.425319	2013-02-01	82	29	0	14207.07682	3861194.67	0	14207.07682	2019-12-01	14207.07682	14207.07682	14207.07682	14207.07682	0	2019-12-01	14207.07682	
081-20704	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310119	-77.425269	2013-02-01	46	33	0	33212.63551	2254135.669	0	33212.63551	2016-12-01	33212.63551	33212.63551	33212.63551	33212.63551	0	2016-12-01	33212.63551	
081-20704	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310119	-77.425269	2013-02-01	58	33	0	24570.52274	2593930.998	0	24570.52274	2017-12-01	24570.52274	24570.52274	24570.52274	24570.52274	0	2017-12-01	24570.52274	
081-20704	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310119	-77.425269	2013-02-01	70	33	0	18177.13586	2845309.69	0	18177.13586	2018-12-01	18177.13586	18177.13586	18177.13586	18177.13586	0	2018-12-01	18177.13586	
081-20704	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310119	-77.425269	2013-02-01	82	33	0	13447.34386	3031278.246	0	13447.34386	2019-12-01	13447.34386	13447.34386	13447.34386	13447.34386	0	2019-12-01	13447.34386	
081-20705	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310103	-77.425219	2013-02-01	46	33	0	45769.12924	3223058.137	0	45769.12924	2016-12-01	45769.12924	45769.12924	45769.12924	45769.12924	0	2016-12-01	45769.12924	
081-20705	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310103	-77.425219	2013-02-01	58	33	0	33859.74686	3691317.765	0	33859.74686	2017-12-01	33859.74686	33859.74686	33859.74686	33859.74686	0	2017-12-01	33859.74686	
081-20705	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310103	-77.425219	2013-02-01	70	33	0	25049.25212	4037733.63	0	25049.25212	2018-12-01	25049.25212	25049.25212	25049.25212	25049.25212	0	2018-12-01	25049.25212	
081-20705	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310103	-77.425219	2013-02-01	82	33	0	18531.29718	4294010.157	0	18531.29718	2019-12-01	18531.29718	18531.29718	18531.29718	18531.29718	0	2019-12-01	18531.29718	
081-20706	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310086	-77.425169	2013-02-01	46	29	0	38745.76335	2860845.131	0	38745.76335	2016-12-01	38745.76335	38745.76335	38745.76335	38745.76335	0	2016-12-01	38745.76335	
081-20706	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310086	-77.425169	2013-02-01	58	29	0	28663.8999	3257249.367	0	28663.8999	2017-12-01	28663.8999	28663.8999	28663.8999	28663.8999	0	2017-12-01	28663.8999	
081-20706	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310086	-77.425169	2013-02-01	70	29	0	21205.39347	3550507.013	0	21205.39347	2018-12-01	21205.39347	21205.39347	21205.39347	21205.39347	0	2018-12-01	21205.39347	
081-20706	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310086	-77.425169	2013-02-01	82	29	0	15687.63197	3767457.386	0	15687.63197	2019-12-01	15687.63197	15687.63197	15687.63197	15687.63197	0	2019-12-01	15687.63197	
081-20707	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310067	-77.425119	2013-02-01	46	33	0	39299.10734	3063603.559	0	39299.10734	2016-12-01	39299.10734	39299.10734	39299.10734	39299.10734	0	2016-12-01	39299.10734	
081-20707	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310067	-77.425119	2013-02-01	58	33	0	29073.2607	3465669.006	0	29073.2607	2017-12-01	29073.2607	29073.2607	29073.2607	29073.2607	0	2017-12-01	29073.2607	
081-20707	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310067	-77.425119	2013-02-01	70	33	0	21508.23632	3763114.783	0	21508.23632	2018-12-01	21508.23632	21508.23632	21508.23632	21508.23632	0	2018-12-01	21508.23632	
081-20707	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.310067	-77.425119	2013-02-01	82	33	0	15911.67342	3983163.513	0	15911.67342	2019-12-01	15911.67342	15911.67342	15911.67342	15911.67342	0	2019-12-01	15911.67342	
081-20708	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303972	-77.412508	2013-01-01	47	34	0	36574.29633	3098564.611	0	36574.29633	2016-12-01	36574.29633	36574.29633	36574.29633	36574.29633	0	2016-12-01	36574.29633	
081-20708	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303972	-77.412508	2013-01-01	59	34	0	27057.4607	3472752.774	0	27057.4607	2017-12-01	27057.4607	27057.4607	27057.4607	27057.4607	0	2017-12-01	27057.4607	
081-20708	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303972	-77.412508	2013-01-01	71	34	0	20016.9587	3749575.093	0	20016.9587	2018-12-01	20016.9587	20016.9587	20016.9587	20016.9587	0	2018-12-01	20016.9587	
081-20708	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303972	-77.412508	2013-01-01	83	34	0	14808.43455	3954366.703	0	14808.43455	2019-12-01	14808.43455	14808.43455	14808.43455	14808.43455	0	2019-12-01	14808.43455	
081-20709	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303958	-77.412561	2013-01-01	47	34	0	17287.15973	2039251.353	0	17287.15973	2016-12-01	17287.15973	17287.15973	17287.15973	17287.15973	0	2016-12-01	17287.15973	
081-20709	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303958	-77.412561	2013-01-01	59	34	0	12788.94447	2216114.648	0	12788.94447	2017-12-01	12788.94447	12788.94447	12788.94447	12788.94447	0	2017-12-01	12788.94447	
081-20709	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303958	-77.412561	2013-01-01	71	34	0	9461.189883	2346957.128	0	9461.189883	2018-12-01	9461.189883	9461.189883	9461.189883	9461.189883	0	2018-12-01	9461.189883	
081-20709	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303958	-77.412561	2013-01-01	83	34	0	6999.335573	2443753.666	0	6999.335573	2019-12-01	6999.335573	6999.335573	6999.335573	6999.335573	0	2019-12-01	6999.335573	
081-20710	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303947	-77.412614	2013-01-01	47	34	0	26933.20091	2496823.837	0	26933.20091	2016-12-01	26933.20091	26933.20091	26933.20091	26933.20091	0	2016-12-01	26933.20091	
081-20710	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.303947	-77.412614	2013-01-01	59	34	0	19925.032	2772374.866	0	19925.032	2017-12-01	19925.032	19925.032	19925.032	19925.032	0	2017-12-01	19925.032	
